"Не думаю, что первый абзац про читателя. Здесь компания просто хвалится своими возможностями. Второй абзца как-то ""ближе к телу""",negative
"В первом абзаце первое предложение дает искажение о том, что речь обо мне. Авторы заявляют, что у меня самый быстрый интернет. А дальше рассказывают про себя, пытаются обосновать свои слова. Они, разве замеряли мою среднюю скорость несколько раз? Тогда бы фраза была про то, что "" мы замеряли вашу среднюю скорость последние полгода, и вы уникальный товарищ даже среди наших абонентов"".  А по факту, они взяли какую то выборку ( какую? ) и сравнили её каким то образом (каким?) со средней скоростью других абонентов ( какая там выборка?). То есть я скорей всего не попадал в эту выборку, и не факт что у меня самый быстрый интернет. Это не только рассказ не про меня, так еще и маркетинговое вранье.  В третьем абзаце добавляют ссылку, для таких зануд как я, которые хотят проверить факты из первого абзаца. Первый абзац не обо мне, и третьий тоже.",negative
"меня, как пользователя вообще не интересует, быстрей или нет у меня интернет, чем у кого-то там. а вот что я могу или не могу сделать со своим интернетом - это прям моё всё",negative
"Хохочу, какие же вы крутые с этой задачкой:)",positive
"Текст уже во все ячейки пишу, а всё равно не учитывается(((",negative
"Возможно, туплю. Но не нашел к чему придраться и удалить.",negative
"Мне наоборот показалось, что поздравлять с новым начинаем здесь излишне, а вот напомнить о постоянстве в своих занятих – уместно и как-то мотивирует.",negative
"Кажется, последний абзац тоже не несетважной смысловой нагрузки.",negative
"Признаться, не поняла, почему не нужно писать про акцию.",negative
"Если вопрос стоит так, какие абзацы, а не предложения нужно удалить, то второй абзац я бы не стала удалять. В нем есть важная информация о сроках акции.",negative
"Что может быть более интересное, чем новые заказчики? В этом предложении нет сути, по-моему его тоже стоит удалить.",negative
нуужна в подсказке - точно так задумано? ),negative
"Как проклятый – устойчивое сочетание,как дизайнер –",negative
"Ну не нужна же запятая в первом случае!! Хотя может вы и правы, с корректором то надо дружить... Но я всё равно не согласна. :)",negative
"Вы уверены, что в последнем не нужно обособление оборота? Там же, вроде, оттенок причины в значении.",negative
"У вас во втором задании ""сдаюсь, доверюсь коррктору"", но я знаю, что там нужно только одна запятая, перед ""как проклятому"".",negative
"""Вашей чутье"" - несогласованность в предложении в задании",negative
Самое сложное задание(,positive
Тупой яндекс! я написала Недоварено но он сказал что это не верно),negative
"Спасибо, не знала о репетиторе!",positive
"что-то второй разбор совсем ничего не прояснил... ещё подумав: юзабилити - дно((кто с ЕГЭ не сталкивался и не натаскивал именно решение этих тестов - хрен его сдаст(в задании: ""Определите предложение, в котором оба выделенных слова пишутся слитно.""пишу предложение, без пробелов, как просили:ИпреждеАндрейничегоТОЖЕнеощущал,ЗАТОбылсчастливиспокоен.а оказывается, надо не предложение, а только слова: тожезато или затотоже",negative
"возможно, лучше написать ""в порядке убывания авторитетности"", ведь может быть ещё ""в порядке возрастания авторитетности""",negative
"пришлось точками ""....""  ""добивать"" количество знаков, чтобы получить максимальный балл.",negative
"1. Логически не очень понятно: сначала пройти курс, написать отзыв, а потом тебе вернуть 50% стоимости на карту. Или авансом дадут скидку 50%?2. Гугл и Яндекс — разве ресурсы?",negative
"Классно, я отметил для себя что надо разбивать текст на предложения и так легче анализировать",positive
"Непонятен механизм выставления баллов в этом задании. За баллами не гонюсь, просто интересно :)",negative
"Баллы мне снизили, а меж тем, на мой взгляд, предложение ""1. ранее пройти любой..."" - лишнее. И без него тексту легче.",negative
"Вопрос про ""Так нормально получилось?"". По идее ведь редактор и говорит, что нормально, а что нет? Кого он спрашивает, нормально ли?",negative
"Не поняла, почему редактор может оставить коммент ""так нормально получилось""? Это то есть он переписал часть текста?",negative
Почему первый вариант не может быть комментарием редактора?,negative
"Вместо ""Вот спасибо!"" к последнему у меня есть много разных слов. Правда ""Спасибо"" среди них нет)))",negative
Хочу благодарить UX-писателя огромным спасибо и буду >.<,negative
"Возможно моя жизнь скучна, но мне трудно представить себе человека, использующего такое количество оттенков благодарности...",negative
"Последний вариант. Благодарить в таком случае просто глупо. Достаточно дать понять, что позицию автора понял и искать нового. Возможно, это прозвучит жестко, но незачем тратить время и эмоции на людей, которые нарушают договоренности.Ну и варианты ответов очень субъективные. Все зависит от принятого стиля общения с тем или иным сотрудником и стилем общения в самой компании.",negative
"слово ""лайвхак"" в письме не упоминалось, поэтому ""пользуйтесь нашим лайфхаком"" вызывает панику из серии ""аааа, я что-то в спешке пропустил!"", но потом при перечитывании ничего не находится и начинается неуверенная угадайка ""наверно, они имели ввиду этот пункт..."" не комфортно.",negative
"Если это сложная система, причем настолько, что возникла проблема с нагрузкой техподдержки, в хэлп будут заглядывать часто. Поэтому к его созданию и редактированию нужно подойти ответственно — не забивать на редактуру и корректуру, на вычитку экспертами, на правки. А раз задача не срочная, то и итераций мы можем позволить себе несколько. Поэтому с некоторыми вашими вариантами я не согласна.",negative
"Думаю, если планируются инструкции по системе, то лучше их готовить в паре с дизайнером. Потому что он может продублировать или даже заменить часть текста с помощью пометок на самих картинках. Например, он может подготовить скриншот интерфейса, нарисовать поверх стрелку и написать, что такая-то кнопка делает то-то и то-то. Конечно, дизайнер может это сделать и после получения готового текста, но именно автор текста может подсказать, на что на схеме сделать основной упор.",negative
"мне кажется задача ""хотим снизить нагрузку на тех.поддержку"" слишком общая, и ее можно добиться разными способами. Да еще и придется измерять как то эффективность этих способов. И способы могут быть разными, к примеру можно, написать что то такое, после чего клиент перестанет пользоваться продуктом, формально задача "" снизить нагрузку на тех. поддержку"" будет выполнена. Можно так дооптимизироваться, что у всех нагрузка пропадет",negative
"Даже если нужно срочно, нельзя забивать на вычитку и проверку верстки — а вдруг копирайтер забудет какую-нибудь важную деталь? поэтому с двумя вариантами я не согласна",negative
"Корректура сейчас нужна практически всегда - везде очень много ошибок, особенно грамматических. Плюс учитывать важность этого параметра для аудитории. Для отдельных форматов можно не заморачиваться. По условиям этой задачи, потенциальные участники вебинара могут быть чувствительны к этому вопросу (неграмотный текст - неграмотный специалист).",negative
"В этой задачке так много «но». Если автор, дизайнер и корректор сидят за соседним столом, а письмо и посты маленькие, то почему бы все-таки не показать?",negative
"А чем плохо описание цели текста про железки? Нам ж нужна новая аудитория и т п. Может мы вообще честно скажем, что недавно на рынке. Мы тоже не можем съесть собаку еще на этом,а зацепить новых людей и подводить к целевому действию - это хорошо..",negative
"""на обслуживании малых производств собаку съела"" - это ли не враньё, от которого вы так открещивались в первых уроках? неизбежные ошибки роста клиент простит новичку, понимая, на что идет, но от тех же ошибок понтовой компании - его будет бомбить в соц. сетях.",negative
"В последнем ни один из вариантов. Я считаю, что не каждому человеку хватит ума и желания понять, что вы хотите донести, и еще и использоваться потом это в деле. Но очень уж высокопарно это написано.",negative
"Изначально я написала от имени себя как человека и ученика), а не от себя, как ""себя как работника моей компании""... Это не совпадет с выборами первого столбца предыдущего задания.Судя по баллам - нужно было не так)",negative
"А я бы говорила так, как выбрала",negative
"Вариант ""надеемся, задачи не оказались для вас слишком сложными"" подразумевает, что я недостаточно умная для них. Поэтому первый вариант предпочтительнее",negative
"Не поняла, почему неправильными считаются ответы на вопросы, в которых спрашивают моё мнение)) Про слоган и поговорку",negative
Баллы почему-то не считаются :(,negative
"Очень интересная механика, но очень-очень спорная. Жаль, нет времени и места для дискуссии. Один пример: ""лучше было написать"" - так, как вы написали, а как бы у меня получилось ""своим голосом"" - это совсем другой вопрос, я считаю, что моим голосом - получилось бы хуже, ваш голос - вам больше подходит)). Ну и раз ""я - доступный для всех"" - значит курс доступный?.. Слишком далеко идущие выводы. Но интересный опыт для подумать на тему: ""ты не то, что о себе думаешь и дажа мечтая - представляешь не то, что реально мог бы создать""",negative
"По исходному тексту я не поняла, кто на ком стоял)) Поэтому объясню: считаю, что в тексте нужно честно признать изменение условий обслуживания. Не ругать конкурентов, не извиняться, не врать. Объяснить причины изменения. Убрать смайлики и все такое.",negative
"Это же ситуативный маркетинг, хоть и неудачный. Аналогичный пост про Сбербанк и СБП, кажется, вызвал восторг публики. Они попытались повторить успех, вышло не очень. Но ухудшение условий у Тинькофф меня правда здорово разозлило. Нельзя применять к SMM правила UX-копирайтинга. Если убрать из поста пинание конкурентов, то пост теряет всю свою соль и направленность на обиженных клиентов Тинькофф и превращается в обычный рекламный текст. Скучно. Я бы оставила пинание конкурентов, но так, чтобы самим не подставляться. Другое дело, что с потерей денег и заявлением ""но мы-то не такие"", они перегнули.",negative
"Слушайте, а можно не просто писать ""поменяйте текст"", а объяснять с какой-целью его надо поменять? Ничего не понятно, можно как-то конкретно задания формулировать)",negative
Второй абзац в принципе написан хорошо. Максимально информативно и по делу. Поэтому взял его и почти без изменений вставил в свой вариант. Убрал капс.,negative
"Комментарии немного не сходятся с содержанием рассылки ценностно, на мой взгляд. Задача, к сожалению, не поставлена четко. Не понятно, для кого это мы пишем. Предложенный вами в ответах вариант тоже не универсален, тоже четко таргетирован на определенную группу и плохо работает вне ее.",negative
"в части ""банк предлагает мне поиграть с деньгами"", кажется, копирайтер все-таки не виноват, что банк придумал такую дурацкую геймификацию. Если такие условия участия в квесте, то с этим ничего не поделать.",negative
"См. коммент к задаче 31. Этот текст хорошо заходит моему ребенку 15 лет. Очевидно, что где-то близко и та аудитория, на которую нацелился банк. Возмущения не понимаю, поживите еще чуть-чуть и увидите, что вы никому не интересны, если только не накопили/наработали/еще что-нибудь на..., чтобы обслуживаться по классу ВИП.",negative
"Мне кажется, что Альфа обращается к определенной целевой аудитории. Задетые чувства (как в подсказке) - очевидное непопадание в ЦА. Они сейчас очень узкие и не такие универсальные, как раньше.",negative
"текст анонса выглядит так, как будто он предназначен для рассылки пользователям, которые вообще не используют карту для расчетов, а сразу выводят все деньги в другой банк - и в этом случае пользователь наверняка считает из сообщения не ""ты мало зарабатываешь"", а ""трать через нас, это тоже выгодно""",negative
Вы тролли! Измучали совсем.,positive
"смешно, но нет.",negative
Здорово!,positive
Очень очень очень очень крутое задание! Прям про жизнь. Пожалуй лучшее за два с четвертью курса.,positive
"В третьем варианте не согласна с вашим ответом. Менеджеру скорее всего придется пояснить, что именно и на сколько плохо. И если плохо всё — почему мы об это не говорили раньше.",negative
"В 3 пункте (про тексты всех ошибок и подсказок) любой ответ помечается как неверный. Выбрала тот, который считаю правильным.",negative
"вот щас было неочевидно, что нужно обязательно указывать свой вариант.",negative
"Не совсем поняла: в 3-м вопросе, получается, нет правильного ответа? Все ответы подсвечивает как неправильные",negative
"лишние слова в описании под ""Аргументы и факты"": надо самому приходится искать :)В третьем задании про ошибки и подсказки нет правильного ответа...",negative
"В 3 варианте — про инвентаризацию ошибок — не показывается правильный вариант, попробовала каждый, но почему-то не работает",negative
"""Если пользователи не разберуться, то они или забьют на наш продукт, или загрузят техподдержку вопросами.""тся же?",negative
"В третьем вопросе все ответы неправильные и баллы за него не начисляются. Проверьте, пожалуйста, и доначислите баллов.",negative
"В задании наверно ""надо"" лишнее? ""надо самому приходится искать задачи""",negative
"В описании: ""надо самому приходится""""Проинвентаризировать тексты ошибок..."" - нет правильного ответа?",negative
"""надо самому приходится"" - надо поправить текст задачи)!! ни один из вариантов ответа на третий вопрос система не признаёт правильным",negative
"""Что делать, если я не понимаю, чего от меня хотят"" — в реальной жизни есть куча интерфейсов, где уже на начальном этапе не понятно, что от тебя хотят. Пример — нужно внести показания счетчика, но для этого сначала нужно зарегистрироваться на сайте. В форме регистрации есть поле ""Reference ID"", а ты не знаешь что это такое. Конечная цель — оплатить воду, следовательно регистрация является лишь началом пользовательского сценария. Аналогичная ситуация с ""где мне взять информацию"" и ""что я могу сделать""",negative
"В описании задачи, наверное, надо заменить слово — не «другие модули заказчика», а «другие модули задачника», не?",negative
"Наверно опечатка в задании? Имелось в виду ""другие модули задачника""?",negative
"Ожидание можно использовать куда продуктивнее, нежели просто шутки шутить. В тех же играх сейчас частво встречается паттерн обучения во время загрузки, что позитивно сказывается на опыте игрока. В случае, когда документы отправлены на проверку, и эта проверка очень серьезная, я (как пользователь) врядли оценю юмор",negative
в корзине пусто - может человек пока не может ничего купить - денег нет! а вы тут шутите) шучу)) но подумал что этот момент иногда может быть,negative
"Кажется, что в логине-регистрации и в сообщениях об ошибках шутейки не очень уместны -- условно, в первом случае конверсию не увеличит, а во втором всяко не добавит ясности",negative
"Страница 404 – это частный случай ошибки, и шутка здесь также может вызывать раздражение. Видел подборки вариантов этой страницы, часть из них действительно смешные и креативные. Но в тот момент, когда я ищу информацию, перехожу по ссылке, а она не работает, мне как-то не до шуток.Ожидание – тут тоже все субъективно и зависит от контекста и скорости выполнения операции. Если приходится ждать очень долго, то шутка, особенно про чуть-чуть подождать, выглядит издевательством.",negative
"А как же написать в плейсхолдере email кого-нить из Звёздных войн? А какая-нибудь смешная кнопка, например, как у Яндекс. Драйва?",negative
"Сомневаюсь про страницу успеха, там пользователь весь в напряжении и ждёт, что оплата прошла, а ему шутка в лицо.",negative
"Страница 404 - это то же сообщение об ошибке, почему в нем шутить можно, а в ошибках нельзя?",negative
"Сверила ответы с вашими — Вопрос с Фигмой и Фотошопом не понятный. Тексты имеется в виду в интерфейсах самих программ или в макетах, которые там делаются? Если в самих программах — то не понятно, как они там могут быть объясняющими и разжевывающими, они тогда займут все рабочее пространство. Про врача тоже не понятно, какие тексты имеются в виду. Что касается — историй болезни и спорных случаев у пациентов, там важна исчерпывающая информация. Что касается интерфесных текстов — там точно важно не отсвечивать, а быть простыми и предельно понятными, без шуточек и всех этих юзер-френдли штучек. Как раз у медиков все хорошо с терминами и интерфейсы для них, скорее всего, проще остальных делать краткими, лаконичными и понятными.",negative
"С инфой для врачей не очень поняла. Им как раз надо текст, который даст максимум информации, это же важно..",negative
Про главврача было неожиданно,negative
"Не согласен с вариантом для главврача. Допустим в интерфейсе системы есть выпадающий список с вариантами. Интерфейсный элемент? Определенно. Разве не должен каждый из вариантов давать исчерпывающую информацию о себе? Можно возразить, что Главврач должен быть опытным и все понимать. Ну а если главврача только назначили, и он вообще не особо знает как этой системой пользоваться?",negative
"Сначала был не согласен с вариантом по поводу фигмы, затем вспомнил, как там организована информация, и что для обывателя она не сразу понятна, согласился. Но за счет того, что текст сосредоточен в боковых панелях, он еще и не ""отсвечивает"" во время работы )",negative
"первые два ответа поставили в тупик, не понятно, почему так даже после обдумывания",negative
"""Придумайте пять адресов в вашем городе""С тем количеством плагинов, которые прямо в макет подставляют реальные адреса, это задание выглядит морально устаревшим",negative
"Давайте, если нужно придумать 5 вариантов, то сделаем для каждого варианта свой инпут) Очень не удобно в 1 ячейку писать",negative
"Пять услуг для этих сервисов - что имеется в виду? Услуги, которые оказывают эти сервисы (5) или 5 описаний услуг, оказываемых этими сервисами? На иллюстрации показана поисковая выдача по запросу. В яндексе, например, выдаются исполнители с похожими описаниями своих услуг. И как раз присутствует 3 строки подряд (из 5) с одним и тем же текстом.",negative
"кажется, у вас блоки поехали.",negative
"Не согласна, что блок 3 и 5 надо подтягивать из таблицы для каждой породы.3 — данные да, подтягивать, а отображение править на макете (а мы же об  этом с вами говорим тут). Пересчитывать 7 или 9 звездочек невозможно.5 — если весь это массив заливать текстом из описания породы, не получится сделать теги, как на скрине, потому что в каждом описании текстом будет написано что попало. Все эти поля должны быть сначала стандартно один раз отредактированы, а потом только получать галки выбор в значении полей.",negative
Что-то с нумерацией в блоках и вариантах ответов.,negative
"Заголовок я бы тоже меняла в макете. Если он длиннее одной строки, нужно показать разработчикам, переносится ли текст на вторую строку и каким образом.",negative
"Сложно было понять задание. Для реалистичности макета, на мой взгляд, важны блок 5 и блок 1",negative
"Не согласна про Блок №2, так как проще подгружать данные о сумме оставшихся книг из таблицы, чем править это значение вручную.",negative
"Не совсем поняла. Зачем редактировать в макете текст, который будет одинаковым для всех книг.",negative
"В блоке 2 выбираю оба варианта, потому что информация о количестве книг может подтягиваться из таблицы",negative
"*Если новый, то без отзывов.**Нижний абзац с иконкой — не понял зачем.",negative
"Мне кажется, некорректно считать Константинопольского неправильным ответом. Это не рыбная заглушка, а длинный вариант реального имени. Вообще не вижу, чем Алина лучше Константина. Вы же не говорите о том, что надо брать реальную ученицу и обязательно именно ее данные записывать.",negative
"Не поняла, что не так с дом 3, кв. 33. Цифры совпадают, в этом дело?",negative
"Не понял смысл этого задания, но как-то ответил всё правильно.",negative
"К сожалению, вообще не поняла это задание. Что надо сделать - очень пространно и нечетко сформулированно. И даже когда подбором нашла правильные ответы, так и не поняла почему Кирилл - ошибка, а Алина -нет. И с адресом тоже.",negative
"Не вполне ясно чем Кирилл Захаров хуже Алины.Аналогично, про адрес. Я в Питере не был ни разу; Дворцовая - это какое-то какое-то небывалое место?Ну и собственно формулировка задачи. ""Поменяйте тексты в макете"" - лаконично, но какова задача?""Чтобы было жизненно"" - ннне?!",negative
"Догадываюсь, что во втором пункте у вас вариант ""Ошибка"", но, во первых, у меня она не выбирается (мобильный андроид), а во-вторых, все вроде уже привыкли к ""что-то пошло не так"" и понимают это как то же сообщение об ошибке, мне кажется так тоже можно.",negative
"Слишком мало контекста. Хочется добавить свой вариант с той же ошибкой, где хорошо бы сразу писать в заголовке, что пошло не так, и дальше объяснять, как исправить\что можно сделать.",negative
"По второй картинке не соглашусь: в идеале нужно было бы написать причину ошибки человеческим языком, чтобы пользователь понимал, что происходит. Но в крайнем случае лучше оставить код ошибки на видном месте, то есть в заголовке. Чтобы при обращении в техподдержку пользователь мог быстро его сообщить.",negative
"Я читала, что номер ошибки пишется, чтобы можно было назвать его службе поддержки, тогда будет проще понять, что именно случилось. Наверное, ответ с ошибкой и номером тоже может быть правильным.",negative
"В последнем пункте без контекста сложно понять, что это за инструкция.",negative
"Не согласна с предпоследним вариантом. Не понятно, о получении чего идет речь. Соответственно, сложно говорить об отсутствии обмана.",negative
"Первый экран про копирайтера: если там всего две вакансии, то да, текст врёт. Но по картинке так не скажешь. Можно было бы добавить текст снизу (Всего 2 вакансии) или оставить больше свободного места. Сейчас кажется, что просто не все вакансии попали на экран.Или что-то не так с зарплатой? Там написана максимальная сумма, а в предложениях нет ни слова про деньги.",negative
"По первой картинке – прямого вранья нет,  но соглашусь, что есть манипуляция фактами. В любом случае указать медианную зарплату не помешало бы.По второй – все же приложение не знает всех моих планов на сегодня. Так что в контексте данных, которые ему доступно, оно честно с пользователем. Можно поменять формулировку на ""Вы пометили все задачи на сегодня как выполненные"".",negative
"В примере ""Защита платежа"" непонятен контекст. Можно понять как дополнительный платеж. Пример: страхование вклада в сбербанке. Рекламируют как защиту своих сбережений. Это предложение широко известно, его условия тоже. Пользователь может домыслить контекст сообщения на примере и неправильно понять название переключателя.",negative
"Я не поняла, почему «Ещё удобней. Все платежи собраны в один раздел» – это обман",negative
"Почему не подходит интерфейс ""Вы сделали все дела на сегодня""? Где здесь обман?",negative
Про корзину и уведомления не понял. Эти сообщения похожи на констатацию фактов.,negative
"интересно было бы почитать, для чего платежи собирают в один раздел. кажется, что это действительно удобнее",negative
А почему обманывает самый первый про 315 вакансий?,negative
"Про нас слышат не в первый раз. Нас точно знают, но могут не знать со стороны инвестиций и поэтому не доверять. Облажаться никак нельзя.",negative
"материал этого урока погрузил меня в глубокую депрессию (в обывательском смысле). насколько же сложно для заказчика я выражаюсь. насколько моё ""понятно"" отличается от их ""понятно"" и как же быть... как SAP объяснять ""на пальцах""?... нда.",positive
"Страховые агетны небрежно пролистывают? А если там мелким шрифтом что-то важное?)Признаться, не могу понять, зачем этим ребятам постоянно повторять важное)",negative
"Я исхожу из предположений, что мы даем им какую-то важную информацию (поэтому нельзя лажать), и они и так перегружены информацией, поэтому чтение — напряг, и надо быть проще. И повторять главную мысль, раз уж они такие перегруженные!",negative
"насчет четко сказать или повторять главную мысль непонятно. Это для всех такое правило, чтобы повторять мысль? Просто если реально занятые люди зачем их напрягать одно и то же повторяя?",negative
"Если им некогда разбираться с текстом и они читают только то, что зацепило, то почему их не напугать количеством букв и сложноподчинёнными предложениями? Мне кажется, тут противоречие.",negative
"Про первый пункт - я бы сказала, что это знакомая аудтория, но с которой не стоит экспериментировать",negative
"4 - группа и нужна для высказываний;5 - по возможности это надо пробовать ввсегда, но здесь - согласен с вами;6 - в данной ситуации используются правила группы;7 - расхождение с исходными условиями: у людей и так мелкого текста и законов выше крыши. Куда ещё?!",negative
"Тут тоже не согласна.  Этим ребятам ведь нужна работа, они не хотят судачить в курилке, им нужно руководство к действию? Или я уже не помню, как оно, быть выпускником))",negative
"Не соглашусь разве что с пищей для размышлений или действий. Сайт ярмарки ваканский для выпускников. Вряд ли они хотят обсуждать его, они хотят воспользоваться им как инструментом для получения профессии.",negative
"А тут я исхожу из предположения, что мероприятие хотя и ежегодное, но для выпускников — поэтому аудитория будет в основном новая. А поскольку это официальный сайт, на котором мы должны дать информацию (что, кто, где, когда) — то облажаться страшно и непростительно, нельзя вводить людей в заблуждение. И почему они хотят повод для высказываний, если заходят на информационный сайт за информацией о мероприятии?",negative
почему аудитория не новая? выпускники же каждый год разные И еще про пищу для размышлений не поняла. Они что не заинтересованы в работе?,negative
"По четвертому пункту то же мнение, что и в предыдущем задании.",negative
"Не поняла, почему не оценят скрытые цитаты. Они же заканчивают универ, наверняка много читали разного.",negative
"Ярмарка для выпускников, а они знают о нас?! Да они вчера по клубам скакали и ни о чём не парились! Не сходится!",negative
"Зачем им высказываться, если они зашли на сайт, чтобы найти работу?",negative
"Что-то я не уверена на счёт цитат. Люди в таких конторах забитые, им не до этого. Поработала в похожих, но могу, конечно, ошибаться!",negative
"""Новая аудитория"", но уже ""Знают нас""? Как так?""Читают от и до""? Мне странно. Описание принципов человеко-машинного взаимодействия интересно разработчикам рабочего места машиниста. А в Воронеже инженеры сопровождают то, что им прислали сверху. Хотя если там экспериментальный завод по созданию новых поездов - тогда да)",negative
"Возможно, мной движут предрассудки, но я считаю, что для такого доклада инженеры — неподготовленная аудитория. Поэтому непонятно, почему они нас знают (судя по вашим правильным ответам). Дальше, если они пришли на конференцию, я надеюсь, что им нужна пища для размышлений, а не повод поболтать в курилке. А поскольку тема новая, и наткнется на неизбежный скепсис (особенно от тех, кто и так знаком с эргономикой), главную мысль надо будет повторять все время. Перегружать же кого угодно сложноподчиненными предложениями на презентации — это свинство. А то, что они инженеры, не гарантирует, что они могут и хотят вникать в непрофильные тексты.",negative
"Не согласен со вторым и четвертым пунктами. Если бы я работал в центральном офисе и выезжал на встречу с инженерами в первый раз, то, скорее всего, инженеры из Воронежа про меня и мою команду почти ничего не слышали. Даже у интеллектуальной аудитории, которой являются инженеры, найдутся и те, которые хотят изучить материал и попробовать применить его в своей работе, и те, кто уже сформировал свое мнение еще до начала моего выступления и уже готов его высказать.",negative
"Я не поняла, почему им нужен повод для высказывания. Разве лекция не для того, чтобы они потом какие-то действия предприняли или поразмышляли?Не поняла, как узнать: оценят скрытые цитаты или нет.",negative
"Тоже инженеры-железнодорожники кажутся образованными людьми, но технарями. Поэтому момент с высказываниями в курилке и цитатами спорный.",negative
"ну нет, не верю... видя копеешные зарплаты и дикую текучку на МОЭК, видя, кому удается ""зацепиться"", а кто плюёт и уходит, не верю, что в РЖД сильно лучше",negative
"Здесь скорее всего не хватает вводных. Если человек едит первый раз, то у него не может быть кредита доверия (он первый раз, и , несмотря на то, что он представитель центрального аппарата, этого может не хватить). Если эта аудитория - зануды, то скорее у них должен быть вариант, как для курилки, так и вариант для далнешейго осмысления ( и второй для такой аудитории может быть важнее).",negative
Когда просишь показатьнесовпадения - белая/синяя палитра не алё.ИМХО зеленое/красное внятней,negative
"Мм... Я нажала ""покажите, где ответы совпали с вашими"". Половина посерела половина посинела. А... А какие совпали-то?",negative
"Уточнение «ваша первая командировка» сбивает аж в двух местах. Получается, что по вашей логике это новая аудитория для выступающего, но знакомая компания для слушателей. Про второе можно догадаться, но первое понять без подсказки почти невозможно. Не хватает местоимения. Почти никому не достаточно четко сказать один раз)",negative
Так подать или пРодать чёртову ручку?,negative
"Подсказка с совпадением вариантов тут неправильно работает. Мне показала, что в в.1 ответ Б с моим не совпал с вашим правильным.  А в результате, он защитался как правильный. Если только это не уловка :-)",negative
"Первый вопрос какая-то прям ловушка, начинаешь читать рекламу в виде стишат, и мгновенно думаешь - ой, нельзя ли нормально, что за скидка, сколько и на что, что это за дурацкая прелюдия. И я вот упустила упоминание семи процентов скидки, потому что читала по-диагонали, аналитический ум искал аналитический текст.А потом пробуешь озвучить этот текст и понимаешь, что в нем и Суть, и цепляющая внимание рифма, действующая на запоминание. Но все равно - буэ) Хотя вы старались.",negative
